"2022-07-27 09:41:06 [main] INFO  com.jwt.JwtauthenticationApplication - Starting JwtauthenticationApplication using Java 17.0.2 on DESKTOP-H8CBHU0 with PID 9464 (C:\Users\hp\OneDrive\Desktop\CTS INTERNSHIP\portfolio_management\jwtauthentication\target\classes started by Nachiketa in C:\Users\hp\OneDrive\Desktop\CTS INTERNSHIP\portfolio_management\jwtauthentication)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:336)
	at org.springframework.security.web.session.DisableEncodeUrlFilter.doFilterInternal(DisableEncodeUrlFilter.java:42)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:336)
	at org.springframework.security.web.FilterChainProxy.doFilterInternal(FilterChainProxy.java:211)
	at org.springframework.security.web.FilterChainProxy.doFilter(FilterChainProxy.java:183)
	at org.springframework.web.filter.DelegatingFilterProxy.invokeDelegate(DelegatingFilterProxy.java:354)
	at org.springframework.web.filter.DelegatingFilterProxy.doFilter(DelegatingFilterProxy.java:267)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at org.springframework.web.filter.RequestContextFilter.doFilterInternal(RequestContextFilter.java:100)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at org.springframework.web.filter.FormContentFilter.doFilterInternal(FormContentFilter.java:93)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:201)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:197)
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:97)
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:541)
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:135)
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:92)
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:78)
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:360)
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:399)
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:65)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:890)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1787)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1191)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
	at java.base/java.lang.Thread.run(Thread.java:833)
"2022-07-27 20:39:46 [http-nio-8081-exec-3] ERROR o.a.c.c.C.[.[.[.[dispatcherServlet] - Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception
"io.jsonwebtoken.ExpiredJwtException: JWT expired at 2022-07-27T20:02:58Z. Current time: 2022-07-27T20:39:46Z, a difference of 2208102 milliseconds.  Allowed clock skew: 0 milliseconds.
	at io.jsonwebtoken.impl.DefaultJwtParser.parse(DefaultJwtParser.java:385)
	at io.jsonwebtoken.impl.DefaultJwtParser.parse(DefaultJwtParser.java:481)
	at io.jsonwebtoken.impl.DefaultJwtParser.parseClaimsJws(DefaultJwtParser.java:541)
	at com.jwt.util.JwtUtil.extractAllClaims(JwtUtil.java:33)
	at com.jwt.util.JwtUtil.extractClaim(JwtUtil.java:29)
	at com.jwt.util.JwtUtil.extractUsername(JwtUtil.java:21)
	at com.jwt.filter.JwtAthenticationFilter.doFilterInternal(JwtAthenticationFilter.java:40)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:336)
	at org.springframework.security.web.authentication.logout.LogoutFilter.doFilter(LogoutFilter.java:103)
	at org.springframework.security.web.authentication.logout.LogoutFilter.doFilter(LogoutFilter.java:89)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:336)
	at org.springframework.web.filter.CorsFilter.doFilterInternal(CorsFilter.java:91)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:336)
	at org.springframework.security.web.header.HeaderWriterFilter.doHeadersAfter(HeaderWriterFilter.java:90)
	at org.springframework.security.web.header.HeaderWriterFilter.doFilterInternal(HeaderWriterFilter.java:75)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:336)
	at org.springframework.security.web.context.SecurityContextPersistenceFilter.doFilter(SecurityContextPersistenceFilter.java:112)
	at org.springframework.security.web.context.SecurityContextPersistenceFilter.doFilter(SecurityContextPersistenceFilter.java:82)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:336)
	at org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter.doFilterInternal(WebAsyncManagerIntegrationFilter.java:55)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:336)
	at org.springframework.security.web.session.DisableEncodeUrlFilter.doFilterInternal(DisableEncodeUrlFilter.java:42)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:336)
	at org.springframework.security.web.FilterChainProxy.doFilterInternal(FilterChainProxy.java:211)
	at org.springframework.security.web.FilterChainProxy.doFilter(FilterChainProxy.java:183)
	at org.springframework.web.filter.DelegatingFilterProxy.invokeDelegate(DelegatingFilterProxy.java:354)
	at org.springframework.web.filter.DelegatingFilterProxy.doFilter(DelegatingFilterProxy.java:267)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at org.springframework.web.filter.RequestContextFilter.doFilterInternal(RequestContextFilter.java:100)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at org.springframework.web.filter.FormContentFilter.doFilterInternal(FormContentFilter.java:93)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:201)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:197)
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:97)
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:541)
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:135)
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:92)
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:78)
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:360)
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:399)
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:65)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:890)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1787)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1191)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
	at java.base/java.lang.Thread.run(Thread.java:833)
"2022-07-27 20:39:46 [http-nio-8081-exec-4] ERROR o.a.c.c.C.[.[.[.[dispatcherServlet] - Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception
"io.jsonwebtoken.ExpiredJwtException: JWT expired at 2022-07-27T20:02:58Z. Current time: 2022-07-27T20:39:46Z, a difference of 2208102 milliseconds.  Allowed clock skew: 0 milliseconds.
	at io.jsonwebtoken.impl.DefaultJwtParser.parse(DefaultJwtParser.java:385)
	at io.jsonwebtoken.impl.DefaultJwtParser.parse(DefaultJwtParser.java:481)
	at io.jsonwebtoken.impl.DefaultJwtParser.parseClaimsJws(DefaultJwtParser.java:541)
	at com.jwt.util.JwtUtil.extractAllClaims(JwtUtil.java:33)
	at com.jwt.util.JwtUtil.extractClaim(JwtUtil.java:29)
	at com.jwt.util.JwtUtil.extractUsername(JwtUtil.java:21)
	at com.jwt.filter.JwtAthenticationFilter.doFilterInternal(JwtAthenticationFilter.java:40)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:336)
	at org.springframework.security.web.authentication.logout.LogoutFilter.doFilter(LogoutFilter.java:103)
	at org.springframework.security.web.authentication.logout.LogoutFilter.doFilter(LogoutFilter.java:89)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:336)
	at org.springframework.web.filter.CorsFilter.doFilterInternal(CorsFilter.java:91)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:336)
	at org.springframework.security.web.header.HeaderWriterFilter.doHeadersAfter(HeaderWriterFilter.java:90)
	at org.springframework.security.web.header.HeaderWriterFilter.doFilterInternal(HeaderWriterFilter.java:75)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:336)
	at org.springframework.security.web.context.SecurityContextPersistenceFilter.doFilter(SecurityContextPersistenceFilter.java:112)
	at org.springframework.security.web.context.SecurityContextPersistenceFilter.doFilter(SecurityContextPersistenceFilter.java:82)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:336)
	at org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter.doFilterInternal(WebAsyncManagerIntegrationFilter.java:55)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:336)
	at org.springframework.security.web.session.DisableEncodeUrlFilter.doFilterInternal(DisableEncodeUrlFilter.java:42)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:336)
	at org.springframework.security.web.FilterChainProxy.doFilterInternal(FilterChainProxy.java:211)
	at org.springframework.security.web.FilterChainProxy.doFilter(FilterChainProxy.java:183)
	at org.springframework.web.filter.DelegatingFilterProxy.invokeDelegate(DelegatingFilterProxy.java:354)
	at org.springframework.web.filter.DelegatingFilterProxy.doFilter(DelegatingFilterProxy.java:267)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at org.springframework.web.filter.RequestContextFilter.doFilterInternal(RequestContextFilter.java:100)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at org.springframework.web.filter.FormContentFilter.doFilterInternal(FormContentFilter.java:93)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:201)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:117)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:189)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:162)
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:197)
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:97)
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:541)
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:135)
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:92)
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:78)
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:360)
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:399)
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:65)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:890)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1787)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1191)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
	at java.base/java.lang.Thread.run(Thread.java:833)
"2022-07-27 20:40:11 [http-nio-8081-exec-9] INFO  com.jwt.controller.JwtController - Returning TokeneyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJqYXNoYW4iLCJleHAiOjE2NTg5NzA2MTEsImlhdCI6MTY1ODkzNDYxMX0.wRAIp43ZiH6wnzT3Yj8mnOJpLC99pHQv2Xre6f86cMg
""2022-07-27 20:40:13 [http-nio-8081-exec-10] INFO  com.jwt.controller.JwtController - Returning username:jashan
""2022-07-27 20:40:13 [http-nio-8081-exec-1] INFO  com.jwt.controller.JwtController - Returning userid
""2022-07-27 20:40:13 [http-nio-8081-exec-2] INFO  com.jwt.controller.JwtController - Returning userid
""2022-07-27 20:40:25 [http-nio-8081-exec-5] INFO  com.jwt.controller.JwtController - Returning username:jashan
""2022-07-27 20:40:27 [http-nio-8081-exec-4] INFO  com.jwt.controller.JwtController - Returning username:jashan
""2022-07-27 20:40:37 [http-nio-8081-exec-7] INFO  com.jwt.controller.JwtController - Returning username:jashan
""2022-07-27 20:40:52 [http-nio-8081-exec-6] INFO  com.jwt.controller.JwtController - Returning username:jashan
""2022-07-27 20:40:52 [http-nio-8081-exec-9] INFO  com.jwt.controller.JwtController - Returning userid
""2022-07-27 20:40:52 [http-nio-8081-exec-8] INFO  com.jwt.controller.JwtController - Returning username:jashan
""2022-07-27 20:40:52 [http-nio-8081-exec-10] INFO  com.jwt.controller.JwtController - Returning userid
""2022-07-27 20:40:52 [http-nio-8081-exec-2] INFO  com.jwt.controller.JwtController - Returning username:jashan
""2022-07-27 20:40:52 [http-nio-8081-exec-1] INFO  com.jwt.controller.JwtController - Returning username:jashan
""2022-07-27 20:41:01 [http-nio-8081-exec-4] INFO  com.jwt.controller.JwtController - Returning username:jashan
""2022-07-27 20:41:01 [http-nio-8081-exec-5] INFO  com.jwt.controller.JwtController - Returning username:jashan
""2022-07-27 20:41:17 [http-nio-8081-exec-6] INFO  com.jwt.controller.JwtController - Returning username:jashan
""2022-07-27 20:41:17 [http-nio-8081-exec-9] INFO  com.jwt.controller.JwtController - Returning username:jashan
""2022-07-27 20:41:38 [http-nio-8081-exec-8] INFO  com.jwt.controller.JwtController - Returning userid
""2022-07-27 20:41:38 [http-nio-8081-exec-10] INFO  com.jwt.controller.JwtController - Returning userid
""2022-07-27 20:41:38 [http-nio-8081-exec-2] INFO  com.jwt.controller.JwtController - Returning username:jashan
""2022-07-27 20:41:38 [http-nio-8081-exec-1] INFO  com.jwt.controller.JwtController - Returning username:jashan
""2022-07-27 20:41:38 [http-nio-8081-exec-3] INFO  com.jwt.controller.JwtController - Returning username:jashan
""2022-07-27 20:41:38 [http-nio-8081-exec-4] INFO  com.jwt.controller.JwtController - Returning username:jashan
""2022-07-27 20:41:43 [http-nio-8081-exec-5] INFO  com.jwt.controller.JwtController - Returning userid
""2022-07-27 20:42:08 [http-nio-8081-exec-8] INFO  com.jwt.controller.JwtController - Returning TokeneyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJhbWEiLCJleHAiOjE2NTg5NzA3MjgsImlhdCI6MTY1ODkzNDcyOH0.pySQpI8IZGasJ_jxmk4kcel_Wz7TMuUoNBHQwJllv4w
""2022-07-27 20:42:09 [http-nio-8081-exec-10] INFO  com.jwt.controller.JwtController - Returning username:ama
""2022-07-27 20:42:09 [http-nio-8081-exec-1] INFO  com.jwt.controller.JwtController - Returning userid
""2022-07-27 20:42:09 [http-nio-8081-exec-2] INFO  com.jwt.controller.JwtController - Returning userid
""2022-07-27 20:42:09 [http-nio-8081-exec-3] INFO  com.jwt.controller.JwtController - Returning username:ama
""2022-07-27 20:42:27 [http-nio-8081-exec-5] INFO  com.jwt.controller.JwtController - Returning username:ama
""2022-07-27 20:42:27 [http-nio-8081-exec-7] INFO  com.jwt.controller.JwtController - Returning userid
""2022-07-27 20:42:27 [http-nio-8081-exec-6] INFO  com.jwt.controller.JwtController - Returning userid
""2022-07-27 20:42:27 [http-nio-8081-exec-9] INFO  com.jwt.controller.JwtController - Returning username:ama
""2022-07-27 20:42:37 [http-nio-8081-exec-10] INFO  com.jwt.controller.JwtController - Returning username:ama
""2022-07-27 20:42:37 [http-nio-8081-exec-1] INFO  com.jwt.controller.JwtController - Returning userid
""2022-07-27 20:42:37 [http-nio-8081-exec-2] INFO  com.jwt.controller.JwtController - Returning userid
""2022-07-27 20:42:37 [http-nio-8081-exec-3] INFO  com.jwt.controller.JwtController - Returning username:ama
""2022-07-27 20:42:44 [http-nio-8081-exec-7] INFO  com.jwt.controller.JwtController - Returning userid
""2022-07-27 20:43:04 [http-nio-8081-exec-6] INFO  com.jwt.controller.JwtController - Returning userid
""2022-07-27 20:43:05 [http-nio-8081-exec-9] INFO  com.jwt.controller.JwtController - Returning username:ama
""2022-07-27 20:43:31 [http-nio-8081-exec-8] INFO  com.jwt.controller.JwtController - Returning userid
""2022-07-27 20:43:31 [http-nio-8081-exec-10] INFO  com.jwt.controller.JwtController - Returning username:ama
""2022-07-27 20:43:32 [http-nio-8081-exec-1] INFO  com.jwt.controller.JwtController - Returning userid
""2022-07-27 20:43:32 [http-nio-8081-exec-2] INFO  com.jwt.controller.JwtController - Returning username:ama
""2022-07-27 20:43:45 [http-nio-8081-exec-7] INFO  com.jwt.controller.JwtController - Returning TokeneyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJhbWEiLCJleHAiOjE2NTg5NzA4MjUsImlhdCI6MTY1ODkzNDgyNX0.81o3JPBLkgNfc9QEO16pFNi8BdRbfFLpKXYnX9WDtmk
""2022-07-27 20:43:46 [http-nio-8081-exec-6] INFO  com.jwt.controller.JwtController - Returning username:ama
""2022-07-27 20:43:46 [http-nio-8081-exec-9] INFO  com.jwt.controller.JwtController - Returning userid
""2022-07-27 20:43:46 [http-nio-8081-exec-8] INFO  com.jwt.controller.JwtController - Returning userid
""2022-07-27 20:43:46 [http-nio-8081-exec-10] INFO  com.jwt.controller.JwtController - Returning username:ama
""2022-07-27 20:43:55 [http-nio-8081-exec-2] INFO  com.jwt.controller.JwtController - Returning userid
""2022-07-27 20:44:05 [http-nio-8081-exec-3] INFO  com.jwt.controller.JwtController - Returning userid
""2022-07-27 20:44:05 [http-nio-8081-exec-4] INFO  com.jwt.controller.JwtController - Returning username:ama
""2022-07-27 20:48:29 [http-nio-8081-exec-10] INFO  com.jwt.controller.JwtController - Returning TokeneyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJhbWEiLCJleHAiOjE2NTg5NzExMDksImlhdCI6MTY1ODkzNTEwOX0.O_z5SXLAoRPHQQ2ta2AHGgIceRSWj9P9cRuLiBeqZcA
""2022-07-27 20:48:31 [http-nio-8081-exec-1] INFO  com.jwt.controller.JwtController - Returning username:ama
""2022-07-27 20:48:32 [http-nio-8081-exec-2] INFO  com.jwt.controller.JwtController - Returning userid
""2022-07-27 20:48:32 [http-nio-8081-exec-3] INFO  com.jwt.controller.JwtController - Returning userid
""2022-07-27 20:48:32 [http-nio-8081-exec-4] INFO  com.jwt.controller.JwtController - Returning username:ama
""2022-07-27 20:48:33 [http-nio-8081-exec-5] INFO  com.jwt.controller.JwtController - Returning username:ama
""2022-07-27 20:48:40 [http-nio-8081-exec-6] INFO  com.jwt.controller.JwtController - Returning userid
""2022-07-27 20:48:52 [http-nio-8081-exec-9] INFO  com.jwt.controller.JwtController - Returning userid
""2022-07-27 20:48:52 [http-nio-8081-exec-8] INFO  com.jwt.controller.JwtController - Returning username:ama
""2022-07-27 20:48:52 [http-nio-8081-exec-10] INFO  com.jwt.controller.JwtController - Returning username:ama
""2022-07-27 20:48:55 [http-nio-8081-exec-1] INFO  com.jwt.controller.JwtController - Returning userid
""2022-07-27 20:48:55 [http-nio-8081-exec-2] INFO  com.jwt.controller.JwtController - Returning userid
""2022-07-27 20:48:55 [http-nio-8081-exec-3] INFO  com.jwt.controller.JwtController - Returning username:ama
""2022-07-27 20:48:55 [http-nio-8081-exec-4] INFO  com.jwt.controller.JwtController - Returning username:ama
""2022-07-27 20:49:00 [http-nio-8081-exec-5] INFO  com.jwt.controller.JwtController - Returning userid
""2022-07-27 20:49:10 [http-nio-8081-exec-7] INFO  com.jwt.controller.JwtController - Returning userid
""2022-07-27 20:49:10 [http-nio-8081-exec-6] INFO  com.jwt.controller.JwtController - Returning username:ama
""2022-07-27 20:49:10 [http-nio-8081-exec-9] INFO  com.jwt.controller.JwtController - Returning username:ama
""2022-07-27 20:49:12 [http-nio-8081-exec-8] INFO  com.jwt.controller.JwtController - Returning userid
""2022-07-27 20:49:12 [http-nio-8081-exec-10] INFO  com.jwt.controller.JwtController - Returning userid
""2022-07-27 20:49:12 [http-nio-8081-exec-1] INFO  com.jwt.controller.JwtController - Returning username:ama
""2022-07-27 20:49:12 [http-nio-8081-exec-2] INFO  com.jwt.controller.JwtController - Returning username:ama
""2022-07-27 20:49:25 [http-nio-8081-exec-3] INFO  com.jwt.controller.JwtController - Returning userid
""2022-07-27 20:49:32 [http-nio-8081-exec-4] INFO  com.jwt.controller.JwtController - Returning userid
""2022-07-27 20:49:32 [http-nio-8081-exec-5] INFO  com.jwt.controller.JwtController - Returning username:ama
""2022-07-27 20:49:32 [http-nio-8081-exec-7] INFO  com.jwt.controller.JwtController - Returning username:ama
""2022-07-27 20:49:34 [http-nio-8081-exec-6] INFO  com.jwt.controller.JwtController - Returning userid
""2022-07-27 20:49:34 [http-nio-8081-exec-9] INFO  com.jwt.controller.JwtController - Returning userid
""2022-07-27 20:49:34 [http-nio-8081-exec-8] INFO  com.jwt.controller.JwtController - Returning username:ama
""2022-07-27 20:49:34 [http-nio-8081-exec-10] INFO  com.jwt.controller.JwtController - Returning username:ama
""2022-07-27 20:49:55 [http-nio-8081-exec-3] INFO  com.jwt.controller.JwtController - Returning TokeneyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJqYXNoYW4iLCJleHAiOjE2NTg5NzExOTUsImlhdCI6MTY1ODkzNTE5NX0.dMV5bhbyGOB7lKdQZ_ztzZumJXTTykheCEZqHCz5Xh4
""2022-07-27 20:49:57 [http-nio-8081-exec-4] INFO  com.jwt.controller.JwtController - Returning username:jashan
""2022-07-27 20:49:57 [http-nio-8081-exec-5] INFO  com.jwt.controller.JwtController - Returning userid
""2022-07-27 20:49:57 [http-nio-8081-exec-7] INFO  com.jwt.controller.JwtController - Returning userid
""2022-07-27 20:49:57 [http-nio-8081-exec-6] INFO  com.jwt.controller.JwtController - Returning username:jashan
""2022-07-27 20:49:57 [http-nio-8081-exec-9] INFO  com.jwt.controller.JwtController - Returning username:jashan
""2022-07-27 20:49:57 [http-nio-8081-exec-8] INFO  com.jwt.controller.JwtController - Returning username:jashan
""2022-07-27 20:49:57 [http-nio-8081-exec-10] INFO  com.jwt.controller.JwtController - Returning username:jashan
""2022-07-27 20:50:19 [http-nio-8081-exec-2] INFO  com.jwt.controller.JwtController - Returning userid
""2022-07-27 20:50:51 [http-nio-8081-exec-3] INFO  com.jwt.controller.JwtController - Returning userid
""2022-07-27 20:50:51 [http-nio-8081-exec-4] INFO  com.jwt.controller.JwtController - Returning username:jashan
""2022-07-27 20:50:51 [http-nio-8081-exec-5] INFO  com.jwt.controller.JwtController - Returning username:jashan
""2022-07-27 20:50:51 [http-nio-8081-exec-7] INFO  com.jwt.controller.JwtController - Returning username:jashan
""2022-07-27 20:50:52 [http-nio-8081-exec-6] INFO  com.jwt.controller.JwtController - Returning username:jashan
""2022-07-27 20:50:54 [http-nio-8081-exec-8] INFO  com.jwt.controller.JwtController - Returning userid
""2022-07-27 20:50:54 [http-nio-8081-exec-9] INFO  com.jwt.controller.JwtController - Returning userid
""2022-07-27 20:50:54 [http-nio-8081-exec-10] INFO  com.jwt.controller.JwtController - Returning username:jashan
""2022-07-27 20:50:54 [http-nio-8081-exec-1] INFO  com.jwt.controller.JwtController - Returning username:jashan
""2022-07-27 20:50:54 [http-nio-8081-exec-2] INFO  com.jwt.controller.JwtController - Returning username:jashan
""2022-07-27 20:50:54 [http-nio-8081-exec-3] INFO  com.jwt.controller.JwtController - Returning username:jashan
